title,body
"Kettle volume measurements","<p>Eventually there comes a time where just boiling 6 gallons for 60 minutes and taking it on faith that you have 5 gallons left doesn't cut it anymore.</p>

<p>What tools can I use to measure the volume in the kettle when its boiling?
Should I make a correction for the increased volume due to temp? What is the correction?</p>
"
"What is the difference between Caramel Malts and Crystal Malts?","<p>They are not always one in the same.  I believe the process for making them are slightly different as well.  I just don't know what that difference is.</p>

<p>How do they differ?
Where are they made?</p>
"
"Would/Could you add boiled, rehydrated extract after wort is cooled & topped off to boost OG?","<p>Imagine this scenario.  <a href=""https://homebrew.stackexchange.com/questions/800/what-effect-would-using-less-lme-than-called-for-have"">Not that I know anybody who's done this</a>.  Let's say it's hypothetical.  You're brewing from extract.  You cool your wort, transfer it to your fermenter, add your top-off water, and take a gravity reading.  You discover that your OG is much lower than you expect.  You shake the fermenter a bunch and take another reading.  Still low.  So you look at the recipe.  You see it called for:</p>

<ul>
<li>2.75 lb DME</li>
<li>6.6 lb LME</li>
</ul>

<p>It's then that you realize that you brewed with 2.75 lbs of DME and 2.75 lbs of LME.  You curse yourself for buying ""fresh"" DME that came in a bucket from the shop instead of just buying two 3.3 lb cans.  You want to blame the bucket, but in the end you know you're just dumb.</p>

<p>At this point, with the wort chilled, transfered, and topped off to 5 gallons, but the yeast not yet pitched, would it be OK to bring, say, two quarts of water to a boil, add the other ~4 lbs of LME you forgot, boil it until it's fully dissolved, cool it, then add it to the fermenter?  This seems like it would be a sort of late addition, albeit a really late addition.  Would you do this?  Should I have done this?  I panicked... I mean my hypothetical character panicked and never thought of doing this to correct the OG until just now.  It's too late now, obviously, but if I'd have done this would it have done more harm than good?</p>
"
"Estimating Alpha Acids of Home Grown Hops","<p>For the homebrewer that grows and harvests his/her own hops; how best can one approximate the alpha acids in the hops they have?</p>

<p>Is it worth it or should brewers stick to using home grown hops for aroma and flavor?</p>
"
"Hop Gardening Considerations","<p>I have heard that planting hops at home you should plant the rhizome in a mound of sorts.</p>

<p>How large around should the mound be?<br>
What type of soil amendments are best?<br>
How tall should the trelis be for the first year of growth?</p>
"
"Thawing Frozen Beer","<p>I have a couple kegs of beer that froze out in the garage this winter.</p>

<p>What effects should I expect on flavor, head retention and body after thawing?<br>
My beer was relatively sediment free, but would you expect accelerated lysis of any yeast in the beer upon freezing?</p>
"
"Adding Oak Flavor/character to beer","<p>Short of buying an oak barrel, what forms of oak are available to the homebrewer for getting oak into yuor beer?</p>

<p>Are they available with different levels of toast?
Are some forms easier to sanitize that others?
Do some take more time or less time to get flavor?</p>
"
"Can I skip the mash out replacing it by sparging?","<p>I'm a new homebrewer and have a newbie question: can I skip the mash out time just replacing it by sparging since the water temperature is the same? What kind of things can happen doing this?</p>

<p>Thanks!</p>
"
"How much bourbon is the right amount?","<p>When adding something like bourbon (or other whiskeys) to the secondary, how much do you add? I realize this will differ based on recipes, tastes, and styles, but what is a good range? How much is so minimal that you won't taste it, and how much is so much that it will overpower the grains and significantly increase the ABV of the final product? </p>
"
"Reusing yeast at home","<p>Reusing yeast at home is something I'm incredibly interested in, but haven't found the time to learn enough about it just yet.</p>

<p>What are the basic steps for harvesting, cultivating, or whatever other term you want to use, in order to reuse yeast from previous batches of homebrew?</p>

<p>What equipment is required?</p>

<p>What equipment is helpful, but not necessary?</p>

<p>What are some of the most important things to watch out for?</p>

<p>What other advice can you give on the topic?</p>

<p>What are some other resources that might help the homebrew yeast cultivator? </p>

<p>EDIT</p>

<p>More questions, from JackSmith:</p>

<p>Do you do anything differently when you know you're going to harvest your yeast? </p>

<p>Do you filter out hop sediment when you usually don't? </p>

<p>Do you only harvest yeast from neutral-flavored light beers? </p>
"
"What is a proper blow-off tube setup?","<p>36 hours ago I brewed a BIG red ale and pitched some kick-ass <a href=""http://www.whitelabs.com/beer/strains_wlp001.html"" rel=""nofollow noreferrer"">WLP001</a>. The picture on the left is what I had late last night (24 hr in). Made me a little nervous. And this morning the krausen had nearly reached the stopper.<br>
In the pre-work morning rush I rigged up this blow-off tube with a 1/4"" tubing, the universal stopper, my 6 gal brew kettle (the most readily available container), a HUGE binder clip (for weight), 2 qt. of water, and a little sanitizer.<br>
With a little coercion, the tube fit tightly into the stopper and CO<sub>2</sub> starting bubbling in the kettle. </p>

<p>This got me thinking, what's the best way to do this? What size tubing? The elevation of the container vs. the elevation of the vessel? How much water? Sanitize it all?</p>

<p><em>ps- don't mind my cluttered closet</em><br>
<strong><code>:]</code></strong></p>

<p><img src=""https://s3.amazonaws.com/ember/NcNPAg8xwL83EfnztD9Pwdt1eFtUp7hw_s.jpg"" alt=""krausen""> <img src=""https://s3.amazonaws.com/ember/ePfbiTpOUyfcZJDeG97U5Y2LRQxsuR2P_s.jpg"" alt=""alt text""></p>
"
"How do new yeast strains happen?","<p>Rogue and Papazian have their own yeast strains (PacMan and Cry Havoc, respectively). Do you know how they got there?</p>

<p>Lots of trial and error? Pitching multiple strains?</p>

<p>Let's say I pitch a bunch of different strains into a batch and stumble on something awesome.  I'm still bound by not repitching past the 6-8 generation, and the core culture only lasts 2-3 months.</p>

<p>If I discover the next amazing strain through experimentation, what do I do then?</p>
"
"Do you strain break material from DME boiled for priming?","<p>When you prime with DME, there is a bit of break material formed when you boil the DME.  How to brew <a href=""http://www.howtobrew.com/section1/chapter11-3.html"" rel=""nofollow"">mentions this</a>, but doesn't say what to do about it or if you should care.  Do you strain this material out?</p>

<p>I recently primed with DME for the first time and did get a wee bit of break material, but I'm not sure a seive would have even caught it.  Is cheese cloth the answer?  Or do you just dump it into your bottling bucket?</p>
"
"Measuring Gravity","<p>What is the usual procedure for measuring gravity?  Is it typical to just take an original and final gravity measurement or should measurements be taken throughout?  I've heard people talk about taking readings throughout the process to dictate where the beer is at; do they just drop their hydrometer into their carboy and leave it there throughout the brew or do they risk contamination by taking samples out?  Also, do I need to record/account for exact temperature when I take readings?</p>
"
"Using a keg for secondary fermentation and natural carbonation?","<p>I would like to transfer a beer that has been fermenting for about 3 weeks directly into a Cornelius keg for secondary fermentation AND carbonation.</p>

<ul>
<li>I would like to add priming sugar and naturally carbonate in the keg, not force carbonate it.</li>
<li>After a few weeks, I would then like to put the keg on pressure and serve</li>
</ul>

<p>Questions</p>

<ol>
<li>How much priming sugar would I use for 5 gallons of beer?</li>
<li>How should I prep the keg? Other than cleaning it, should it be filled with CO2 prior to racking?</li>
<li>Any problems in general with this?</li>
</ol>
"
"Can you mash bananas?","<p>I've been thinking about making a wheat-beer with bananas and a little bit of chocolate malt. My question is can you mash bananas in the mash-tun to convert the sugars/starches and get more banana flavor into the brew?</p>

<p>I got the idea from my wife while I was looking at a dark wheat recipe. She was making chocolate covered frozen bananas for our girls and the wheat recipe had a little chocolate malt in it. I thought 'why not accentuate the banana flavor and aroma in the beer instead of trying to keep it down?'</p>

<p>Does anyone know if it is possible?</p>

<p>Cheers.</p>
"
